CladeA,CladeB,CladeC,CladeD,CladeE,CladeF,CladeG,CladeH,CladeI,,,,,,,,,,,,,,value,group
,,0.02801539,,,,,,,,,,,,,,,,,,,,0.01561862,C
,,0.0220457,,,,,,,,,,,,,,,,,,,,0.01603734,C
,,0.02121709,,,,,,,,,,,,,,,,,,,,0.02126858,C
,,0.02748866,,,,,,,,,,,,,,,,,,,,0.01561862,C
,,0.0222844,,,,,,,,,,,,,,,,,,,,0.01038742,C
,,0.02816923,,,,,,,,,,,,,,,,,,,,0.01570375,C
,,0.01690207,,,,,,,,,,,,,,,,,,,,0.01561862,C
,,0.03888417,,,,,,,,,,,,,,,,,,,,0.01561862,C
,,0.02732937,,,,,,,,,,,,,,,,,,,,0.01561862,C
,,0.03307986,,,,,,,,,,,,,,,,,,,,0.01577583,C
,,0.03346367,,,,,,,,,,,,,,,,,,,,0.01561862,C
,,0.02676524,,,,,,,,,,,,,,,,,,,,0.01603734,C
,,0.02122433,,,,,,,,,,,,,,,,,,,,0.01603734,C
,,0.02660886,,,,,,,,,,,,,,,,,,,,0.02142581,C
,,0.02676524,,,,,,,,,,,,,,,,,,,,0.01603734,C
,,0.02676524,,,,,,,,,,,,,,,,,,,,0.01577583,C
,,0.02660886,,,,,,,,,,,,,,,,,,,,0.02113422,C
,,0.0268989,,,,,,,,,,,,,,,,,,,,0.02109212,C
,,0.02676524,,,,,,,,,,,,,,,,,,,,0.02144118,C
,,0.02660886,,,,,,,,,,,,,,,,,,,,0.01586654,C
,,0.02676524,,,,,,,,,,,,,,,,,,,,0.01056773,C
,,0.01599415,,,,,,,,,,,,,,,,,,,,0.01571793,C
,,0.01596058,,,,,,,,,,,,,,,,,,,,0.02114528,C
,,0.02148549,,,,,,,,,,,,,,,,,,,,0.01628611,C
,,0.0158109,,,,,,,,,,,,,,,,,,,,0.01611771,C
,,0.02118934,,,,,,,,,,,,,,,,,,,,0.01058054,C
,,0.02106759,,,,,,,,,,,,,,,,,,,,0.01572206,C
,,0.02118934,,,,,,,,,,,,,,,,,,,,0.02119816,C
,,0.02106759,,,,,,,,,,,,,,,,,,,,0.01571462,C
,,0.02106759,,,,,,,,,,,,,,,,,,,,0.01577583,C
,,0.02106759,,,,,,,,,,,,,,,,,,,,0.01050087,C
,,0.02106759,,,,,,,,,,,,,,,,,,,,0.01620234,C
,,0.02118934,,,,,,,,,,,,,,,,,,,,0.01039959,C
,,0.02148549,,,,,,,,,,,,,,,,,,,,0.0160988,C
,,0.02116429,,,,,,,,,,,,,,,,,,,,0.01071653,C
,,0.0163449,,,,,,,,,,,,,,,,,,,,0.01082131,C
,,0.02148549,,,,,,,,,,,,,,,,,,,,0.01050087,C
,,0.0268989,,,,,,,,,,,,,,,,,,,,0.01039959,C
,,0.0268989,,,,,,,,,,,,,,,,,,,,0.01570176,C
,,0.02094601,,,,,,,,,,,,,,,,,,,,0.01071653,C
,,0.02102291,,,,,,,,,,,,,,,,,,,,0.02161628,C
,,0.02117348,,,,,,,,,,,,,,,,,,,,0.02704092,C
,,0.02116429,,,,,,,,,,,,,,,,,,,,0.01611771,C
,,0.03244093,,,,,,,,,,,,,,,,,,,,0.01056773,C
,,0.02131529,,,,,,,,,,,,,,,,,,,,0.01594567,C
,,0.0269624,,,,,,,,,,,,,,,,,,,,0.01620951,C
,,0.02647265,,,,,,,,,,,,,,,,,,,,0.02188685,C
,,0.0269624,,,,,,,,,,,,,,,,,,,,0.01669512,C
,,0.03805905,,,,,,,,,,,,,,,,,,,,0.01643506,C
,,0.03236527,,,,,,,,,,,,,,,,,,,,0.0160988,C
,,0.02675537,,,,,,,,,,,,,,,,,,,,0.01649109,C
,,0.02654174,,,,,,,,,,,,,,,,,,,,0.01619667,C
,,0.03238324,,,,,,,,,,,,,,,,,,,,0.01050087,C
,,0.0269624,,,,,,,,,,,,,,,,,,,,0.01564316,C
,,0.03252755,,,,,,,,,,,,,,,,,,,,0.01585682,C
,,0.03202709,,,,,,,,,,,,,,,,,,,,0.01578666,C
,,0.03200196,,,,,,,,,,,,,,,,,,,,0.01578666,C
,,0.03809883,,,,,,,,,,,,,,,,,,,,0.01614251,C
,,0.02659358,,,,,,,,,,,,,,,,,,,,0.02207898,C
,,0.0322623,,,,,,,,,,,,,,,,,,,,0.01675799,C
,,0.02639603,,,,,,,,,,,,,,,,,,,,0.02780743,C
,,0.04903089,,,,,,,,,,,,,,,,,,,,0.01611558,C
,,0.04941381,,,,,,,,,,,,,,,,,,,,0.01649109,C
,,0.04327258,,,,,,,,,,,,,,,,,,,,0.02178538,C
,,0.04923968,,,,,,,,,,,,,,,,,,,,0.01649109,C
,,0.05515314,,,,,,,,,,,,,,,,,,,,0.02207898,C
,,0.05500295,,,,,,,,,,,,,,,,,,,,0.01596364,C
,,0.04928372,,,,,,,,,,,,,,,,,,,,0.02138193,C
,,0.05501122,,,,,,,,,,,,,,,,,,,,0.02171845,C
,,0.0552597,,,,,,,,,,,,,,,,,,,,0.02711629,C
,,0.04855324,,,,,,,,,,,,,,,,,,,,0.02726837,C
,,0.03811692,,,,,,,,,,,,,,,,,,,,0.02191806,C
,,0.028034,,,,,,,,,,,,,,,,,,,,0.02236176,C
,,0.01061404,,,,,,,,,,,,,,,,,,,,0.01649109,C
,,0.02132814,,,,,,,,,,,,,,,,,,,,0.01082131,C
,,0.02154774,,,,,,,,,,,,,,,,,,,,0.02163343,C
,,0.02687437,,,,,,,,,,,,,,,,,,,,0.02163343,C
,,0.02150383,,,,,,,,,,,,,,,,,,,,0.02163343,C
,,0.02699273,,,,,,,,,,,,,,,,,,,,0.02178538,C
,,0.02706005,,,,,,,,,,,,,,,,,,,,0.02720243,C
,,0.02699273,,,,,,,,,,,,,,,,,,,,0.02163343,C
,,0.02164252,,,,,,,,,,,,,,,,,,,,0.02689262,C
,,0.02719755,,,,,,,,,,,,,,,,,,,,0.0270531,C
,,0.02692621,,,,,,,,,,,,,,,,,,,,0.0327904,C
,,0.01135368,,,,,,,,,,,,,,,,,,,,0.02718842,C
,,0.02119246,,,,,,,,,,,,,,,,,,,,0.02720243,C
,,0.01634503,,,,,,,,,,,,,,,,,,,,0.02722136,C
,,0.00557278,,,,,,,,,,,,,,,,,,,,0.02188585,C
,,0.00545105,,,,,,,,,,,,,,,,,,,,0.02217982,C
,,0.01119813,,,,,,,,,,,,,,,,,,,,0.02171845,C
,,0.01119813,,,,,,,,,,,,,,,,,,,,0.02185589,C
,,0.01067991,,,,,,,,,,,,,,,,,,,,0.02188585,C
,,0.01082717,,,,,,,,,,,,,,,,,,,,0.02188627,C
,,0.01067991,,,,,,,,,,,,,,,,,,,,0.03259835,C
,,0.01084422,,,,,,,,,,,,,,,,,,,,0.02750351,C
,,0.01169606,,,,,,,,,,,,,,,,,,,,0.02185589,C
,,0.0119024,,,,,,,,,,,,,,,,,,,,0.02097969,C
,,0.03203337,,,,,,,,,,,,,,,,,,,,0.02725891,C
,,0.02126448,,,,,,,,,,,,,,,,,,,,0.02186176,C
,,0.00563605,,,,,,,,,,,,,,,,,,,,0.02791025,C
,,0.0222419,,,,,,,,,,,,,,,,,,,,0.01662644,C
,,0.01056892,,,,,,,,,,,,,,,,,,,,0.03871931,C
,,0.01589724,,,,,,,,,,,,,,,,,,,,0.02729407,C
,,0.01058191,,,,,,,,,,,,,,,,,,,,0.03291188,C
,,0.00527207,,,,,,,,,,,,,,,,,,,,0.03321836,C
,,0.01061492,,,,,,,,,,,,,,,,,,,,0.02670158,C
,,0.01056413,,,,,,,,,,,,,,,,,,,,0.02114528,C
,,0.01056413,,,,,,,,,,,,,,,,,,,,0.0265387,C
,,0.01056413,,,,,,,,,,,,,,,,,,,,0.02670158,C
,,0.01056413,,,,,,,,,,,,,,,,,,,,0.02670158,C
,,0.01590698,,,,,,,,,,,,,,,,,,,,0.0265387,C
,,0.02132121,,,,,,,,,,,,,,,,,,,,0.02686389,C
,,0.01067423,,,,,,,,,,,,,,,,,,,,0.02670158,C
,,0.01067423,,,,,,,,,,,,,,,,,,,,0.0265387,C
,,0.01628611,,,,,,,,,,,,,,,,,,,,0.02670158,C
,,0.01056773,,,,,,,,,,,,,,,,,,,,0.01590523,C
,,0.01594567,,,,,,,,,,,,,,,,,,,,0.01587174,C
,,0.01092121,,,,,,,,,,,,,,,,,,,,0.0214364,C
,,0.01603734,,,,,,,,,,,,,,,,,,,,0.01571793,C
,,0.01677067,,,,,,,,,,,,,,,,,,,,0.02109583,C
,,0.01618715,,,,,,,,,,,,,,,,,,,,0.02098333,C
,,0.01603734,,,,,,,,,,,,,,,,,,,,0.02109583,C
,,0.01618715,,,,,,,,,,,,,,,,,,,,0.02098333,C
,,0.01677067,,,,,,,,,,,,,,,,,,,,0.02098333,C
,,0.01645723,,,,,,,,,,,,,,,,,,,,0.02098333,C
,,0.01603734,,,,,,,,,,,,,,,,,,,,0.02098333,C
,,0.01645723,,,,,,,,,,,,,,,,,,,,0.02109583,C
,,0.01618715,,,,,,,,,,,,,,,,,,,,0.0214364,C
,,0.01677067,,,,,,,,,,,,,,,,,,,,0.02111631,C
,,0.01645723,,,,,,,,,,,,,,,,,,,,0.01628611,C
,,0.01645723,,,,,,,,,,,,,,,,,,,,0.0214364,C
,,0.01603734,,,,,,,,,,,,,,,,,,,,0.02686389,C
,,0.01645723,,,,,,,,,,,,,,,,,,,,0.02686389,C
,,0.02157332,,,,,,,,,,,,,,,,,,,,0.02115212,C
,,0.01603734,,,,,,,,,,,,,,,,,,,,0.02091333,C
,,0.01053722,,,,,,,,,,,,,,,,,,,,0.02110556,C
,,0.01618715,,,,,,,,,,,,,,,,,,,,0.02111631,C
,,0.02142581,,,,,,,,,,,,,,,,,,,,0.03239422,C
,,0.01053722,,,,,,,,,,,,,,,,,,,,0.02135654,C
,,0.01592488,,,,,,,,,,,,,,,,,,,,0.0267514,C
,,0.01038742,,,,,,,,,,,,,,,,,,,,0.02637819,C
,,0.00527134,,,,,,,,,,,,,,,,,,,,0.0267514,C
,,0.01038742,,,,,,,,,,,,,,,,,,,,0.03804538,C
,,0.01053722,,,,,,,,,,,,,,,,,,,,0.03230997,C
,,0.01092121,,,,,,,,,,,,,,,,,,,,0.02687309,C
,,0.01053722,,,,,,,,,,,,,,,,,,,,0.03229634,C
,,0.01038742,,,,,,,,,,,,,,,,,,,,0.03219443,C
,,0.01038742,,,,,,,,,,,,,,,,,,,,0.0267514,C
,,0.01053722,,,,,,,,,,,,,,,,,,,,0.03247986,C
,,0.01038742,,,,,,,,,,,,,,,,,,,,0.03197891,C
,,0.01053722,,,,,,,,,,,,,,,,,,,,0.03213895,C
,,0.01092121,,,,,,,,,,,,,,,,,,,,0.03806144,C
,,0.01645723,,,,,,,,,,,,,,,,,,,,0.0265275,C
,,0.01058769,,,,,,,,,,,,,,,,,,,,0.03203296,C
,,0.01645723,,,,,,,,,,,,,,,,,,,,0.02647189,C
,,0.01058769,,,,,,,,,,,,,,,,,,,,0.04910275,C
,,0.01618715,,,,,,,,,,,,,,,,,,,,0.04945409,C
,,0.01053722,,,,,,,,,,,,,,,,,,,,0.04359715,C
,,0.01570375,,,,,,,,,,,,,,,,,,,,0.04926816,C
,,0.01038742,,,,,,,,,,,,,,,,,,,,0.05520226,C
,,0.01561862,,,,,,,,,,,,,,,,,,,,0.0550849,C
,,0.01603734,,,,,,,,,,,,,,,,,,,,0.04935808,C
,,0.02126858,,,,,,,,,,,,,,,,,,,,0.05508858,C
,,0.01561862,,,,,,,,,,,,,,,,,,,,0.05539576,C
,,0.01038742,,,,,,,,,,,,,,,,,,,,0.04891291,C
,,0.01570375,,,,,,,,,,,,,,,,,,,,0.03794054,C
,,0.01561862,,,,,,,,,,,,,,,,,,,,0.02749674,C
,,0.01561862,,,,,,,,,,,,,,,,,,,,0.01033516,C
,,0.01561862,,,,,,,,,,,,,,,,,,,,0.0212498,C
,,0.01577583,,,,,,,,,,,,,,,,,,,,0.02129683,C
,,0.01561862,,,,,,,,,,,,,,,,,,,,0.02678754,C
,,0.01603734,,,,,,,,,,,,,,,,,,,,0.02140823,C
,,0.01603734,,,,,,,,,,,,,,,,,,,,0.02691187,C
,,0.02142581,,,,,,,,,,,,,,,,,,,,0.02700401,C
,,0.01603734,,,,,,,,,,,,,,,,,,,,0.02691187,C
,,0.01577583,,,,,,,,,,,,,,,,,,,,0.02139338,C
,,0.02113422,,,,,,,,,,,,,,,,,,,,0.02698629,C
,,0.02109212,,,,,,,,,,,,,,,,,,,,0.02687654,C
,,0.02144118,,,,,,,,,,,,,,,,,,,,0.01098488,C
,,0.01586654,,,,,,,,,,,,,,,,,,,,0.02111507,C
,,0.01056773,,,,,,,,,,,,,,,,,,,,0.01620435,C
,,0.01571793,,,,,,,,,,,,,,,,,,,,0.00527134,C
,,0.02114528,,,,,,,,,,,,,,,,,,,,0.00543218,C
,,0.01628611,,,,,,,,,,,,,,,,,,,,0.01093235,C
,,0.01611771,,,,,,,,,,,,,,,,,,,,0.01093235,C
,,0.01058054,,,,,,,,,,,,,,,,,,,,0.01038742,C
,,0.01572206,,,,,,,,,,,,,,,,,,,,0.01053722,C
,,0.02119816,,,,,,,,,,,,,,,,,,,,0.01038742,C
,,0.01571462,,,,,,,,,,,,,,,,,,,,0.01058054,C
,,0.01577583,,,,,,,,,,,,,,,,,,,,0.01148144,C
,,0.01050087,,,,,,,,,,,,,,,,,,,,0.01160625,C
,,0.01620234,,,,,,,,,,,,,,,,,,,,0.0323599,C
,,0.01039959,,,,,,,,,,,,,,,,,,,,0.02136106,C
,,0.0160988,,,,,,,,,,,,,,,,,,,,0.00527134,C
,,0.01071653,,,,,,,,,,,,,,,,,,,,0.02178659,C
,,0.01082131,,,,,,,,,,,,,,,,,,,,0.02144137,C
,,0.01050087,,,,,,,,,,,,,,,,,,,,0.01572286,C
,,0.01039959,,,,,,,,,,,,,,,,,,,,0.02110079,C
,,0.01570176,,,,,,,,,,,,,,,,,,,,0.01603926,C
,,0.01071653,,,,,,,,,,,,,,,,,,,,0.02127236,C
,,0.02161628,,,,,,,,,,,,,,,,,,,,0.02188878,C
,,0.02704092,,,,,,,,,,,,,,,,,,,,0.02142772,C
,,0.01611771,,,,,,,,,,,,,,,,,,,,0.02127236,C
,,0.01056773,,,,,,,,,,,,,,,,,,,,0.02142772,C
,,0.01594567,,,,,,,,,,,,,,,,,,,,0.02188878,C
,,0.01620951,,,,,,,,,,,,,,,,,,,,0.02157525,C
,,0.02188685,,,,,,,,,,,,,,,,,,,,0.02127236,C
,,0.01669512,,,,,,,,,,,,,,,,,,,,0.02157525,C
,,0.01643506,,,,,,,,,,,,,,,,,,,,0.02142772,C
,,0.0160988,,,,,,,,,,,,,,,,,,,,0.01628722,C
,,0.01649109,,,,,,,,,,,,,,,,,,,,0.02157525,C
,,0.01619667,,,,,,,,,,,,,,,,,,,,0.02157525,C
,,0.01050087,,,,,,,,,,,,,,,,,,,,0.02127236,C
,,0.01564316,,,,,,,,,,,,,,,,,,,,0.02157525,C
,,0.01585682,,,,,,,,,,,,,,,,,,,,0.02680831,C
,,0.01578666,,,,,,,,,,,,,,,,,,,,0.02127236,C
,,0.01578666,,,,,,,,,,,,,,,,,,,,0.01577773,C
,,0.02142041,,,,,,,,,,,,,,,,,,,,0.02142772,C
,,0.02207898,,,,,,,,,,,,,,,,,,,,0.02678885,C
,,0.02236176,,,,,,,,,,,,,,,,,,,,0.01577773,C
,,0.02780743,,,,,,,,,,,,,,,,,,,,0.02129463,C
,,0.01611558,,,,,,,,,,,,,,,,,,,,0.01562238,C
,,0.01649109,,,,,,,,,,,,,,,,,,,,0.01038932,C
,,0.02178538,,,,,,,,,,,,,,,,,,,,0.01562238,C
,,0.01649109,,,,,,,,,,,,,,,,,,,,0.01577773,C
,,0.02207898,,,,,,,,,,,,,,,,,,,,0.01603926,C
,,0.01596364,,,,,,,,,,,,,,,,,,,,0.01577773,C
,,0.02138193,,,,,,,,,,,,,,,,,,,,0.01562238,C
,,0.02171845,,,,,,,,,,,,,,,,,,,,0.01562238,C
,,0.02711629,,,,,,,,,,,,,,,,,,,,0.01577773,C
,,0.02726837,,,,,,,,,,,,,,,,,,,,0.01562238,C
,,0.02191806,,,,,,,,,,,,,,,,,,,,0.01577773,C
,,0.02236176,,,,,,,,,,,,,,,,,,,,0.01603926,C
,,0.01649109,,,,,,,,,,,,,,,,,,,,0.02157525,C
,,0.01082131,,,,,,,,,,,,,,,,,,,,0.01570566,C
,,0.02163343,,,,,,,,,,,,,,,,,,,,0.02157525,C
,,0.02163343,,,,,,,,,,,,,,,,,,,,0.01570566,C
,,0.02163343,,,,,,,,,,,,,,,,,,,,0.02142772,C
,,0.02178538,,,,,,,,,,,,,,,,,,,,0.01577773,C
,,0.02720243,,,,,,,,,,,,,,,,,,,,0.02093868,C
,,0.02163343,,,,,,,,,,,,,,,,,,,,0.01562238,C
,,0.02689262,,,,,,,,,,,,,,,,,,,,0.02097495,C
,,0.0270531,,,,,,,,,,,,,,,,,,,,0.02127236,C
,,0.0327904,,,,,,,,,,,,,,,,,,,,0.02662497,C
,,0.02718842,,,,,,,,,,,,,,,,,,,,0.02097495,C
,,0.02720243,,,,,,,,,,,,,,,,,,,,0.01562238,C
,,0.02722136,,,,,,,,,,,,,,,,,,,,0.02093868,C
,,0.02188585,,,,,,,,,,,,,,,,,,,,0.02097495,C
,,0.02217982,,,,,,,,,,,,,,,,,,,,0.02097495,C
,,0.02171845,,,,,,,,,,,,,,,,,,,,0.02097495,C
,,0.02185589,,,,,,,,,,,,,,,,,,,,0.0211388,C
,,0.02188585,,,,,,,,,,,,,,,,,,,,0.02097495,C
,,0.02188627,,,,,,,,,,,,,,,,,,,,0.02127236,C
,,0.03259835,,,,,,,,,,,,,,,,,,,,0.02127236,C
,,0.02750351,,,,,,,,,,,,,,,,,,,,0.02678885,C
,,0.02185589,,,,,,,,,,,,,,,,,,,,0.02127236,C
,,0.02097969,,,,,,,,,,,,,,,,,,,,0.0211388,C
,,0.02725891,,,,,,,,,,,,,,,,,,,,0.02662434,C
,,0.02186176,,,,,,,,,,,,,,,,,,,,0.02645507,C
,,0.02791025,,,,,,,,,,,,,,,,,,,,0.02694754,C
,,0.01662644,,,,,,,,,,,,,,,,,,,,0.02113121,C
,,0.03871931,,,,,,,,,,,,,,,,,,,,0.01572286,C
,,0.02729407,,,,,,,,,,,,,,,,,,,,0.02099082,C
,,0.03291188,,,,,,,,,,,,,,,,,,,,0.0265479,C
,,0.03321836,,,,,,,,,,,,,,,,,,,,0.02144137,C
,,0.02670158,,,,,,,,,,,,,,,,,,,,0.0212983,C
,,0.02114528,,,,,,,,,,,,,,,,,,,,0.01572111,C
,,0.0265387,,,,,,,,,,,,,,,,,,,,0.02098016,C
,,0.02670158,,,,,,,,,,,,,,,,,,,,0.02643307,C
,,0.02670158,,,,,,,,,,,,,,,,,,,,0.02097401,C
,,0.0265387,,,,,,,,,,,,,,,,,,,,0.0211388,C
,,0.02686389,,,,,,,,,,,,,,,,,,,,0.01564225,C
,,0.02670158,,,,,,,,,,,,,,,,,,,,0.02134378,C
,,0.0265387,,,,,,,,,,,,,,,,,,,,0.0155529,C
,,0.02670158,,,,,,,,,,,,,,,,,,,,0.02125216,C
,,0.01590523,,,,,,,,,,,,,,,,,,,,0.01587511,C
,,0.01587174,,,,,,,,,,,,,,,,,,,,0.01596477,C
,,0.0214364,,,,,,,,,,,,,,,,,,,,0.01564225,C
,,0.01571793,,,,,,,,,,,,,,,,,,,,0.0155529,C
,,0.02109583,,,,,,,,,,,,,,,,,,,,0.02097917,C
,,0.02098333,,,,,,,,,,,,,,,,,,,,0.01587511,C
,,0.02109583,,,,,,,,,,,,,,,,,,,,0.02677479,C
,,0.02098333,,,,,,,,,,,,,,,,,,,,0.03231393,C
,,0.02098333,,,,,,,,,,,,,,,,,,,,0.0212983,C
,,0.02098333,,,,,,,,,,,,,,,,,,,,0.01572286,C
,,0.02098333,,,,,,,,,,,,,,,,,,,,0.02110079,C
,,0.02109583,,,,,,,,,,,,,,,,,,,,0.02140842,C
,,0.0214364,,,,,,,,,,,,,,,,,,,,0.02712194,C
,,0.02111631,,,,,,,,,,,,,,,,,,,,0.02181442,C
,,0.01070988,,,,,,,,,,,,,,,,,,,,0.02159381,C
,,0.01586112,,,,,,,,,,,,,,,,,,,,0.02125216,C
,,0.02128884,,,,,,,,,,,,,,,,,,,,0.02163457,C
,,0.02128884,,,,,,,,,,,,,,,,,,,,0.02136418,C
,,0.02115212,,,,,,,,,,,,,,,,,,,,0.01564225,C
,,0.02091333,,,,,,,,,,,,,,,,,,,,0.0209021,C
,,0.02110556,,,,,,,,,,,,,,,,,,,,0.02099818,C
,,0.02111631,,,,,,,,,,,,,,,,,,,,0.02105076,C
,,0.03239422,,,,,,,,,,,,,,,,,,,,0.02105076,C
,,0.02135654,,,,,,,,,,,,,,,,,,,,0.02132135,C
,,0.0267514,,,,,,,,,,,,,,,,,,,,0.0272225,C
,,0.02637819,,,,,,,,,,,,,,,,,,,,0.02190244,C
,,0.0267514,,,,,,,,,,,,,,,,,,,,0.03304804,C
,,0.03804538,,,,,,,,,,,,,,,,,,,,0.02138258,C
,,0.03230997,,,,,,,,,,,,,,,,,,,,0.02163457,C
,,0.02687309,,,,,,,,,,,,,,,,,,,,0.02705241,C
,,0.03229634,,,,,,,,,,,,,,,,,,,,0.02163457,C
,,0.03219443,,,,,,,,,,,,,,,,,,,,0.0272225,C
,,0.0267514,,,,,,,,,,,,,,,,,,,,0.02122539,C
,,0.03247986,,,,,,,,,,,,,,,,,,,,0.0267728,C
,,0.03197891,,,,,,,,,,,,,,,,,,,,0.02689656,C
,,0.03213895,,,,,,,,,,,,,,,,,,,,0.03233208,C
,,0.03806144,,,,,,,,,,,,,,,,,,,,0.03248846,C
,,0.0265275,,,,,,,,,,,,,,,,,,,,0.0270856,C
,,0.03203296,,,,,,,,,,,,,,,,,,,,0.02750528,C
,,0.02647189,,,,,,,,,,,,,,,,,,,,0.02163457,C
,,0.04910275,,,,,,,,,,,,,,,,,,,,0.01596477,C
,,0.04945409,,,,,,,,,,,,,,,,,,,,0.0268952,C
,,0.04359715,,,,,,,,,,,,,,,,,,,,0.0268952,C
,,0.04926816,,,,,,,,,,,,,,,,,,,,0.0268952,C
,,0.05520226,,,,,,,,,,,,,,,,,,,,0.02705241,C
,,0.0550849,,,,,,,,,,,,,,,,,,,,0.0325998,C
,,0.04935808,,,,,,,,,,,,,,,,,,,,0.0268952,C
,,0.05508858,,,,,,,,,,,,,,,,,,,,0.03227717,C
,,0.05539576,,,,,,,,,,,,,,,,,,,,0.03233992,C
,,0.04891291,,,,,,,,,,,,,,,,,,,,0.0381878,C
,,0.03794054,,,,,,,,,,,,,,,,,,,,0.03249438,C
,,0.02749674,,,,,,,,,,,,,,,,,,,,0.0325998,C
,,0.01033516,,,,,,,,,,,,,,,,,,,,0.03248316,C
,,0.0212498,,,,,,,,,,,,,,,,,,,,0.02705309,C
,,0.02129683,,,,,,,,,,,,,,,,,,,,0.02734965,C
,,0.02678754,,,,,,,,,,,,,,,,,,,,0.02689656,C
,,0.02140823,,,,,,,,,,,,,,,,,,,,0.0270366,C
,,0.02691187,,,,,,,,,,,,,,,,,,,,0.02705309,C
,,0.02700401,,,,,,,,,,,,,,,,,,,,0.027162,C
,,0.02691187,,,,,,,,,,,,,,,,,,,,0.03812556,C
,,0.02139338,,,,,,,,,,,,,,,,,,,,0.03279796,C
,,0.02698629,,,,,,,,,,,,,,,,,,,,0.0270366,C
,,0.02687654,,,,,,,,,,,,,,,,,,,,0.02635975,C
,,0.01098488,,,,,,,,,,,,,,,,,,,,0.03248111,C
,,0.02111507,,,,,,,,,,,,,,,,,,,,0.02704544,C
,,0.01620435,,,,,,,,,,,,,,,,,,,,0.03306932,C
,,0.00527134,,,,,,,,,,,,,,,,,,,,0.02183043,C
,,0.00543218,,,,,,,,,,,,,,,,,,,,0.04427848,C
,,0.01093235,,,,,,,,,,,,,,,,,,,,0.0326195,C
,,0.01093235,,,,,,,,,,,,,,,,,,,,0.03826285,C
,,0.01038742,,,,,,,,,,,,,,,,,,,,0.03850351,C
,,0.01053722,,,,,,,,,,,,,,,,,,,,0.03224117,C
,,0.01038742,,,,,,,,,,,,,,,,,,,,0.0265479,C
,,0.01058054,,,,,,,,,,,,,,,,,,,,0.03206932,C
,,0.01148144,,,,,,,,,,,,,,,,,,,,0.03224117,C
,,0.01160625,,,,,,,,,,,,,,,,,,,,0.03224117,C
,,0.0323599,,,,,,,,,,,,,,,,,,,,0.03206932,C
,,0.02136106,,,,,,,,,,,,,,,,,,,,0.03226666,C
,,0.00527134,,,,,,,,,,,,,,,,,,,,0.03224117,C
,,0.02178659,,,,,,,,,,,,,,,,,,,,0.03206932,C
,,0.01078028,,,,,,,,,,,,,,,,,,,,0.03224117,C
,,0.01612279,,,,,,,,,,,,,,,,,,,,0.02129195,C
,,0.01063667,,,,,,,,,,,,,,,,,,,,0.02115107,C
,,0.00529684,,,,,,,,,,,,,,,,,,,,0.02670942,C
,,0.01065228,,,,,,,,,,,,,,,,,,,,0.02099082,C
,,0.01060093,,,,,,,,,,,,,,,,,,,,0.02636871,C
,,0.01060093,,,,,,,,,,,,,,,,,,,,0.0263784,C
,,0.01060093,,,,,,,,,,,,,,,,,,,,0.02636871,C
,,0.01060093,,,,,,,,,,,,,,,,,,,,0.0263784,C
,,0.01595638,,,,,,,,,,,,,,,,,,,,0.0263784,C
,,0.02138972,,,,,,,,,,,,,,,,,,,,0.0263784,C
,,0.01056834,,,,,,,,,,,,,,,,,,,,0.0263784,C
,,0.01056834,,,,,,,,,,,,,,,,,,,,0.02636871,C
,,0.01056892,,,,,,,,,,,,,,,,,,,,0.02670942,C
,,0.0163934,,,,,,,,,,,,,,,,,,,,0.02641139,C
,,0.01072015,,,,,,,,,,,,,,,,,,,,0.02144137,C
,,0.01609749,,,,,,,,,,,,,,,,,,,,0.02670942,C
,,0.01118919,,,,,,,,,,,,,,,,,,,,0.03226666,C
,,0.01630715,,,,,,,,,,,,,,,,,,,,0.03226666,C
,,0.01699764,,,,,,,,,,,,,,,,,,,,0.02654841,C
,,0.01645713,,,,,,,,,,,,,,,,,,,,0.02622275,C
,,0.01630715,,,,,,,,,,,,,,,,,,,,0.02640193,C
,,0.01645713,,,,,,,,,,,,,,,,,,,,0.02641139,C
,,0.01699764,,,,,,,,,,,,,,,,,,,,0.03807867,C
,,0.01672665,,,,,,,,,,,,,,,,,,,,0.0268685,C
,,0.01630715,,,,,,,,,,,,,,,,,,,,0.03218193,C
,,0.01672665,,,,,,,,,,,,,,,,,,,,0.03181898,C
,,0.01645713,,,,,,,,,,,,,,,,,,,,0.03218193,C
,,0.01699764,,,,,,,,,,,,,,,,,,,,0.04362752,C
,,0.01672665,,,,,,,,,,,,,,,,,,,,0.03789209,C
,,0.01672665,,,,,,,,,,,,,,,,,,,,0.03232598,C
,,0.01630715,,,,,,,,,,,,,,,,,,,,0.03774923,C
,,0.01672665,,,,,,,,,,,,,,,,,,,,0.03765007,C
,,0.02184469,,,,,,,,,,,,,,,,,,,,0.03218193,C
,,0.01630715,,,,,,,,,,,,,,,,,,,,0.03807244,C
,,0.01084247,,,,,,,,,,,,,,,,,,,,0.03753538,C
,,0.01645713,,,,,,,,,,,,,,,,,,,,0.03771254,C
,,0.02169765,,,,,,,,,,,,,,,,,,,,0.0438868,C
,,0.01084247,,,,,,,,,,,,,,,,,,,,0.03182383,C
,,0.01623235,,,,,,,,,,,,,,,,,,,,0.03750092,C
,,0.01069248,,,,,,,,,,,,,,,,,,,,0.03191393,C
,,0.00557446,,,,,,,,,,,,,,,,,,,,0.04332771,C
,,0.01069248,,,,,,,,,,,,,,,,,,,,0.04355907,C
