CladeA,CladeB,CladeC,CladeD,CladeE,CladeF,CladeG,CladeH,CladeI,,,,,,,,,,,,,,value,group
,,0.02594968,,,,,,,,,,,,,,,,,,,,0.02625291,C
,,0.02059025,,,,,,,,,,,,,,,,,,,,0.03789154,C
,,0.02583994,,,,,,,,,,,,,,,,,,,,0.03150556,C
,,0.01540917,,,,,,,,,,,,,,,,,,,,0.03148654,C
,,0.02065883,,,,,,,,,,,,,,,,,,,,0.02627357,C
,,0.02583994,,,,,,,,,,,,,,,,,,,,0.03200499,C
,,0.02059025,,,,,,,,,,,,,,,,,,,,0.03176569,C
,,0.02594968,,,,,,,,,,,,,,,,,,,,0.02615649,C
,,0.02583994,,,,,,,,,,,,,,,,,,,,0.02663,C
,,0.02583994,,,,,,,,,,,,,,,,,,,,0.0207301,C
,,0.02583994,,,,,,,,,,,,,,,,,,,,0.02068114,C
,,0.02583853,,,,,,,,,,,,,,,,,,,,0.0206535,C
,,0.02583994,,,,,,,,,,,,,,,,,,,,0.03150751,C
,,0.0259473,,,,,,,,,,,,,,,,,,,,0.02617227,C
,,0.01540917,,,,,,,,,,,,,,,,,,,,0.03139387,C
,,0.03119558,,,,,,,,,,,,,,,,,,,,0.03188512,C
,,0.0259473,,,,,,,,,,,,,,,,,,,,0.03139459,C
,,0.02583853,,,,,,,,,,,,,,,,,,,,0.03139459,C
,,0.03121157,,,,,,,,,,,,,,,,,,,,0.03722913,C
,,0.03119797,,,,,,,,,,,,,,,,,,,,0.02616268,C
,,0.03121209,,,,,,,,,,,,,,,,,,,,0.02616875,C
,,0.02580935,,,,,,,,,,,,,,,,,,,,0.02053015,C
,,0.02062286,,,,,,,,,,,,,,,,,,,,0.01533133,C
,,0.02578767,,,,,,,,,,,,,,,,,,,,0.0205275,C
,,0.03107174,,,,,,,,,,,,,,,,,,,,0.0153313,C
,,0.01538852,,,,,,,,,,,,,,,,,,,,0.02055428,C
,,0.02597612,,,,,,,,,,,,,,,,,,,,0.0206535,C
,,0.02065769,,,,,,,,,,,,,,,,,,,,0.02055494,C
,,0.02581351,,,,,,,,,,,,,,,,,,,,0.02055428,C
,,0.03149633,,,,,,,,,,,,,,,,,,,,0.02055494,C
,,0.02581257,,,,,,,,,,,,,,,,,,,,0.0206535,C
,,0.02052748,,,,,,,,,,,,,,,,,,,,0.02065216,C
,,0.02081884,,,,,,,,,,,,,,,,,,,,0.02055428,C
,,0.02621539,,,,,,,,,,,,,,,,,,,,0.02065216,C
,,0.02066211,,,,,,,,,,,,,,,,,,,,0.02055494,C
,,0.02605809,,,,,,,,,,,,,,,,,,,,0.0206535,C
,,0.02061867,,,,,,,,,,,,,,,,,,,,0.02065216,C
,,0.02081226,,,,,,,,,,,,,,,,,,,,0.02065216,C
,,0.02081884,,,,,,,,,,,,,,,,,,,,0.02055428,C
,,0.02066211,,,,,,,,,,,,,,,,,,,,0.02065216,C
,,0.02582513,,,,,,,,,,,,,,,,,,,,0.02587515,C
,,0.02061867,,,,,,,,,,,,,,,,,,,,0.02055428,C
,,0.03162518,,,,,,,,,,,,,,,,,,,,0.01541108,C
,,0.02578767,,,,,,,,,,,,,,,,,,,,0.02055494,C
,,0.02597612,,,,,,,,,,,,,,,,,,,,0.02590074,C
,,0.02062286,,,,,,,,,,,,,,,,,,,,0.01541108,C
,,0.02603906,,,,,,,,,,,,,,,,,,,,0.02075959,C
,,0.02596114,,,,,,,,,,,,,,,,,,,,0.01541042,C
,,0.02058685,,,,,,,,,,,,,,,,,,,,0.01018743,C
,,0.02081606,,,,,,,,,,,,,,,,,,,,0.01541042,C
,,0.01538761,,,,,,,,,,,,,,,,,,,,0.01541108,C
,,0.01544191,,,,,,,,,,,,,,,,,,,,0.0153313,C
,,0.01559319,,,,,,,,,,,,,,,,,,,,0.01541108,C
,,0.0262998,,,,,,,,,,,,,,,,,,,,0.01541042,C
,,0.02081884,,,,,,,,,,,,,,,,,,,,0.01020986,C
,,0.02597609,,,,,,,,,,,,,,,,,,,,0.01541108,C
,,0.02622362,,,,,,,,,,,,,,,,,,,,0.01541042,C
,,0.02597218,,,,,,,,,,,,,,,,,,,,0.01541108,C
,,0.02597218,,,,,,,,,,,,,,,,,,,,0.0153313,C
,,0.03150236,,,,,,,,,,,,,,,,,,,,0.02065216,C
,,0.02081226,,,,,,,,,,,,,,,,,,,,0.015332,C
,,0.02080453,,,,,,,,,,,,,,,,,,,,0.02065216,C
,,0.02594556,,,,,,,,,,,,,,,,,,,,0.015332,C
,,0.02596695,,,,,,,,,,,,,,,,,,,,0.02055494,C
,,0.02620426,,,,,,,,,,,,,,,,,,,,0.01541108,C
,,0.03135894,,,,,,,,,,,,,,,,,,,,0.02055499,C
,,0.02620426,,,,,,,,,,,,,,,,,,,,0.01541042,C
,,0.03179487,,,,,,,,,,,,,,,,,,,,0.02075459,C
,,0.02597099,,,,,,,,,,,,,,,,,,,,0.02055428,C
,,0.03124584,,,,,,,,,,,,,,,,,,,,0.02589845,C
,,0.01020728,,,,,,,,,,,,,,,,,,,,0.02075459,C
,,0.01535147,,,,,,,,,,,,,,,,,,,,0.01541042,C
,,0.01535199,,,,,,,,,,,,,,,,,,,,0.02055499,C
,,0.01027797,,,,,,,,,,,,,,,,,,,,0.02075459,C
,,0.01022382,,,,,,,,,,,,,,,,,,,,0.02075459,C
,,0.00508112,,,,,,,,,,,,,,,,,,,,0.02075459,C
,,0.01022423,,,,,,,,,,,,,,,,,,,,0.02075687,C
,,0.01018734,,,,,,,,,,,,,,,,,,,,0.02075459,C
,,0.01018734,,,,,,,,,,,,,,,,,,,,0.02055428,C
,,0.01018734,,,,,,,,,,,,,,,,,,,,0.02055428,C
,,0.01018703,,,,,,,,,,,,,,,,,,,,0.02590074,C
,,0.01541204,,,,,,,,,,,,,,,,,,,,0.02055428,C
,,0.01018734,,,,,,,,,,,,,,,,,,,,0.02075687,C
,,0.01541105,,,,,,,,,,,,,,,,,,,,0.02622859,C
,,0.01533588,,,,,,,,,,,,,,,,,,,,0.02590145,C
,,0.02055516,,,,,,,,,,,,,,,,,,,,0.02624006,C
,,0.01533259,,,,,,,,,,,,,,,,,,,,0.02058084,C
,,0.01541204,,,,,,,,,,,,,,,,,,,,0.01533133,C
,,0.01533047,,,,,,,,,,,,,,,,,,,,0.02058862,C
,,0.01020418,,,,,,,,,,,,,,,,,,,,0.0259724,C
,,0.01535329,,,,,,,,,,,,,,,,,,,,0.02053015,C
,,0.02058787,,,,,,,,,,,,,,,,,,,,0.02055427,C
,,0.02600608,,,,,,,,,,,,,,,,,,,,0.01533179,C
,,0.01020909,,,,,,,,,,,,,,,,,,,,0.02057934,C
,,0.01534738,,,,,,,,,,,,,,,,,,,,0.02587445,C
,,0.0153887,,,,,,,,,,,,,,,,,,,,0.02058161,C
,,0.01534853,,,,,,,,,,,,,,,,,,,,0.02075687,C
,,0.01534738,,,,,,,,,,,,,,,,,,,,0.01541103,C
,,0.01534853,,,,,,,,,,,,,,,,,,,,0.02059141,C
,,0.0153887,,,,,,,,,,,,,,,,,,,,0.01535078,C
,,0.01539152,,,,,,,,,,,,,,,,,,,,0.02053096,C
,,0.01534738,,,,,,,,,,,,,,,,,,,,0.01020199,C
,,0.01539152,,,,,,,,,,,,,,,,,,,,0.01541037,C
,,0.01534853,,,,,,,,,,,,,,,,,,,,0.01541103,C
,,0.0153887,,,,,,,,,,,,,,,,,,,,0.01535078,C
,,0.01539152,,,,,,,,,,,,,,,,,,,,0.02061013,C
,,0.01539152,,,,,,,,,,,,,,,,,,,,0.01533204,C
,,0.01534738,,,,,,,,,,,,,,,,,,,,0.02589329,C
,,0.01539152,,,,,,,,,,,,,,,,,,,,0.03116511,C
,,0.02052981,,,,,,,,,,,,,,,,,,,,0.02055427,C
,,0.01534738,,,,,,,,,,,,,,,,,,,,0.01533133,C
,,0.02053096,,,,,,,,,,,,,,,,,,,,0.0205275,C
,,0.01534853,,,,,,,,,,,,,,,,,,,,0.02065227,C
,,0.020605,,,,,,,,,,,,,,,,,,,,0.02587649,C
,,0.02053096,,,,,,,,,,,,,,,,,,,,0.02616268,C
,,0.02579031,,,,,,,,,,,,,,,,,,,,0.0205275,C
,,0.02052981,,,,,,,,,,,,,,,,,,,,0.02053096,C
,,0.01539152,,,,,,,,,,,,,,,,,,,,0.02058852,C
,,0.02052981,,,,,,,,,,,,,,,,,,,,0.02075673,C
,,0.02053096,,,,,,,,,,,,,,,,,,,,0.01541103,C
,,0.02075216,,,,,,,,,,,,,,,,,,,,0.02065922,C
,,0.02053096,,,,,,,,,,,,,,,,,,,,0.02059536,C
,,0.02052981,,,,,,,,,,,,,,,,,,,,0.02065819,C
,,0.02052981,,,,,,,,,,,,,,,,,,,,0.02065819,C
,,0.02053096,,,,,,,,,,,,,,,,,,,,0.02583133,C
,,0.02052981,,,,,,,,,,,,,,,,,,,,0.02594793,C
,,0.02053096,,,,,,,,,,,,,,,,,,,,0.02594556,C
,,0.02075216,,,,,,,,,,,,,,,,,,,,0.03138633,C
,,0.01539152,,,,,,,,,,,,,,,,,,,,0.0153887,C
,,0.0207541,,,,,,,,,,,,,,,,,,,,0.01020909,C
,,0.01539152,,,,,,,,,,,,,,,,,,,,0.01539152,C
,,0.0207541,,,,,,,,,,,,,,,,,,,,0.01554826,C
,,0.01534853,,,,,,,,,,,,,,,,,,,,0.02065379,C
,,0.02053096,,,,,,,,,,,,,,,,,,,,0.02106351,C
,,0.02589239,,,,,,,,,,,,,,,,,,,,0.0206535,C
,,0.02052981,,,,,,,,,,,,,,,,,,,,0.02065379,C
,,0.02578483,,,,,,,,,,,,,,,,,,,,0.0206535,C
,,0.01534738,,,,,,,,,,,,,,,,,,,,0.02106351,C
,,0.02060241,,,,,,,,,,,,,,,,,,,,0.02105743,C
,,0.02578483,,,,,,,,,,,,,,,,,,,,0.02065379,C
,,0.02052981,,,,,,,,,,,,,,,,,,,,0.02105743,C
,,0.02052634,,,,,,,,,,,,,,,,,,,,0.0206535,C
,,0.02578483,,,,,,,,,,,,,,,,,,,,0.02106351,C
,,0.02578483,,,,,,,,,,,,,,,,,,,,0.02105743,C
,,0.02578483,,,,,,,,,,,,,,,,,,,,0.02105743,C
,,0.02578742,,,,,,,,,,,,,,,,,,,,0.02065379,C
,,0.02578483,,,,,,,,,,,,,,,,,,,,0.02105743,C
,,0.02589045,,,,,,,,,,,,,,,,,,,,0.02616297,C
,,0.01534738,,,,,,,,,,,,,,,,,,,,0.02065379,C
,,0.03114807,,,,,,,,,,,,,,,,,,,,0.0153313,C
,,0.02589045,,,,,,,,,,,,,,,,,,,,0.0206535,C
,,0.02578742,,,,,,,,,,,,,,,,,,,,0.02587649,C
,,0.03116512,,,,,,,,,,,,,,,,,,,,0.0153313,C
,,0.03115001,,,,,,,,,,,,,,,,,,,,0.02055494,C
,,0.03117612,,,,,,,,,,,,,,,,,,,,0.01533159,C
,,0.02572633,,,,,,,,,,,,,,,,,,,,0.01022606,C
,,0.02058787,,,,,,,,,,,,,,,,,,,,0.01533159,C
,,0.02575947,,,,,,,,,,,,,,,,,,,,0.0153313,C
,,0.03105329,,,,,,,,,,,,,,,,,,,,0.01554826,C
,,0.01535329,,,,,,,,,,,,,,,,,,,,0.0153313,C
,,0.02585846,,,,,,,,,,,,,,,,,,,,0.01533159,C
,,0.02056676,,,,,,,,,,,,,,,,,,,,0.01533159,C
,,0.02572907,,,,,,,,,,,,,,,,,,,,0.0153313,C
,,0.03144433,,,,,,,,,,,,,,,,,,,,0.01533159,C
,,0.02572624,,,,,,,,,,,,,,,,,,,,0.0153313,C
,,0.02065987,,,,,,,,,,,,,,,,,,,,0.01554826,C
,,0.0206693,,,,,,,,,,,,,,,,,,,,0.02105743,C
,,0.02607004,,,,,,,,,,,,,,,,,,,,0.01554691,C
,,0.02070213,,,,,,,,,,,,,,,,,,,,0.02105743,C
,,0.02610316,,,,,,,,,,,,,,,,,,,,0.01554691,C
,,0.02058514,,,,,,,,,,,,,,,,,,,,0.0206535,C
,,0.02066211,,,,,,,,,,,,,,,,,,,,0.0153313,C
,,0.0206693,,,,,,,,,,,,,,,,,,,,0.02065245,C
,,0.02070213,,,,,,,,,,,,,,,,,,,,0.01533159,C
,,0.02587749,,,,,,,,,,,,,,,,,,,,0.02055382,C
,,0.02058514,,,,,,,,,,,,,,,,,,,,0.02065379,C
,,0.03159779,,,,,,,,,,,,,,,,,,,,0.02587603,C
,,0.02575947,,,,,,,,,,,,,,,,,,,,0.02055382,C
,,0.02585846,,,,,,,,,,,,,,,,,,,,0.01533159,C
,,0.02058787,,,,,,,,,,,,,,,,,,,,0.02065245,C
,,0.02600608,,,,,,,,,,,,,,,,,,,,0.02055382,C
,,0.02596127,,,,,,,,,,,,,,,,,,,,0.02055382,C
,,0.02052699,,,,,,,,,,,,,,,,,,,,0.02055382,C
,,0.02075216,,,,,,,,,,,,,,,,,,,,0.02055428,C
,,0.01535381,,,,,,,,,,,,,,,,,,,,0.02055382,C
,,0.01547831,,,,,,,,,,,,,,,,,,,,0.02065379,C
,,0.01544191,,,,,,,,,,,,,,,,,,,,0.02065379,C
,,0.02606543,,,,,,,,,,,,,,,,,,,,0.02587649,C
,,0.0206693,,,,,,,,,,,,,,,,,,,,0.02065379,C
,,0.02583156,,,,,,,,,,,,,,,,,,,,0.02055428,C
,,0.02607719,,,,,,,,,,,,,,,,,,,,0.02589845,C
,,0.02583133,,,,,,,,,,,,,,,,,,,,0.02587515,C
,,0.02583133,,,,,,,,,,,,,,,,,,,,0.02590346,C
,,0.03146736,,,,,,,,,,,,,,,,,,,,0.02052667,C
,,0.02066211,,,,,,,,,,,,,,,,,,,,0.01538989,C
,,0.02065557,,,,,,,,,,,,,,,,,,,,0.02052899,C
,,0.0258916,,,,,,,,,,,,,,,,,,,,0.02578746,C
,,0.02582513,,,,,,,,,,,,,,,,,,,,0.02077441,C
,,0.02605809,,,,,,,,,,,,,,,,,,,,0.02062286,C
,,0.03122111,,,,,,,,,,,,,,,,,,,,0.01540129,C
,,0.02605809,,,,,,,,,,,,,,,,,,,,0.02053083,C
,,0.03165355,,,,,,,,,,,,,,,,,,,,0.02615833,C
,,0.02582543,,,,,,,,,,,,,,,,,,,,0.02052802,C
,,0.03110793,,,,,,,,,,,,,,,,,,,,0.02055428,C
,,0.01032242,,,,,,,,,,,,,,,,,,,,0.0154629,C
,,0.01550049,,,,,,,,,,,,,,,,,,,,0.02082377,C
,,0.01550391,,,,,,,,,,,,,,,,,,,,0.01539152,C
,,0.01020909,,,,,,,,,,,,,,,,,,,,0.02075216,C
,,0.01023624,,,,,,,,,,,,,,,,,,,,0.01538572,C
,,0.00509207,,,,,,,,,,,,,,,,,,,,0.01545902,C
,,0.01023675,,,,,,,,,,,,,,,,,,,,0.0154629,C
,,0.01020731,,,,,,,,,,,,,,,,,,,,0.01539152,C
,,0.01020731,,,,,,,,,,,,,,,,,,,,0.02053096,C
,,0.01020731,,,,,,,,,,,,,,,,,,,,0.01538572,C
,,0.01020913,,,,,,,,,,,,,,,,,,,,0.02631294,C
,,0.01544589,,,,,,,,,,,,,,,,,,,,0.03148536,C
,,0.01020731,,,,,,,,,,,,,,,,,,,,0.02062286,C
,,0.01543839,,,,,,,,,,,,,,,,,,,,0.01538989,C
,,0.01533038,,,,,,,,,,,,,,,,,,,,0.02076751,C
,,0.02059059,,,,,,,,,,,,,,,,,,,,0.02072817,C
,,0.01538878,,,,,,,,,,,,,,,,,,,,0.02616905,C
,,0.01544589,,,,,,,,,,,,,,,,,,,,0.02677435,C
,,0.01535199,,,,,,,,,,,,,,,,,,,,0.02076286,C
,,0.01019064,,,,,,,,,,,,,,,,,,,,0.02075216,C
,,0.01020728,,,,,,,,,,,,,,,,,,,,0.02081606,C
,,0.0154827,,,,,,,,,,,,,,,,,,,,0.02081884,C
,,0.0207374,,,,,,,,,,,,,,,,,,,,0.0154629,C
,,0.02617561,,,,,,,,,,,,,,,,,,,,0.02059307,C
,,0.01019203,,,,,,,,,,,,,,,,,,,,0.02082653,C
,,0.01533111,,,,,,,,,,,,,,,,,,,,0.02059141,C
,,0.01539295,,,,,,,,,,,,,,,,,,,,0.02059141,C
,,0.01533227,,,,,,,,,,,,,,,,,,,,0.02607004,C
,,0.01533111,,,,,,,,,,,,,,,,,,,,0.02636511,C
,,0.01533227,,,,,,,,,,,,,,,,,,,,0.02636682,C
,,0.01539295,,,,,,,,,,,,,,,,,,,,0.03187959,C
,,0.01538989,,,,,,,,,,,,,,,,,,,,0.02058852,C
,,0.01533111,,,,,,,,,,,,,,,,,,,,0.02591471,C
,,0.01538989,,,,,,,,,,,,,,,,,,,,0.02053015,C
,,0.01533227,,,,,,,,,,,,,,,,,,,,0.02590779,C
,,0.01539295,,,,,,,,,,,,,,,,,,,,0.0206535,C
,,0.01538989,,,,,,,,,,,,,,,,,,,,0.02587649,C
,,0.01538989,,,,,,,,,,,,,,,,,,,,0.02616875,C
,,0.01533111,,,,,,,,,,,,,,,,,,,,0.02587714,C
,,0.01538989,,,,,,,,,,,,,,,,,,,,0.02587649,C
,,0.02052899,,,,,,,,,,,,,,,,,,,,0.02587714,C
,,0.01533111,,,,,,,,,,,,,,,,,,,,0.02616875,C
,,0.02053015,,,,,,,,,,,,,,,,,,,,0.02616268,C
,,0.01533227,,,,,,,,,,,,,,,,,,,,0.02587649,C
,,0.02058956,,,,,,,,,,,,,,,,,,,,0.02616268,C
,,0.02053015,,,,,,,,,,,,,,,,,,,,0.02587714,C
,,0.02579036,,,,,,,,,,,,,,,,,,,,0.02616875,C
,,0.02052899,,,,,,,,,,,,,,,,,,,,0.02616268,C
,,0.01538989,,,,,,,,,,,,,,,,,,,,0.02616268,C
,,0.02052899,,,,,,,,,,,,,,,,,,,,0.02587649,C
,,0.02053015,,,,,,,,,,,,,,,,,,,,0.02616268,C
,,0.02077441,,,,,,,,,,,,,,,,,,,,0.03138567,C
,,0.02053015,,,,,,,,,,,,,,,,,,,,0.02587649,C
,,0.02052899,,,,,,,,,,,,,,,,,,,,0.02055494,C
,,0.02052899,,,,,,,,,,,,,,,,,,,,0.02587714,C
,,0.02053015,,,,,,,,,,,,,,,,,,,,0.03122294,C
,,0.02052899,,,,,,,,,,,,,,,,,,,,0.02055494,C
,,0.02053015,,,,,,,,,,,,,,,,,,,,0.02590346,C
,,0.02077441,,,,,,,,,,,,,,,,,,,,0.02055428,C
,,0.01538989,,,,,,,,,,,,,,,,,,,,0.0153313,C
,,0.02076751,,,,,,,,,,,,,,,,,,,,0.02055428,C
,,0.01538989,,,,,,,,,,,,,,,,,,,,0.02055494,C
,,0.02076751,,,,,,,,,,,,,,,,,,,,0.0206535,C
,,0.01533227,,,,,,,,,,,,,,,,,,,,0.02055494,C
,,0.02053015,,,,,,,,,,,,,,,,,,,,0.02055428,C
,,0.02590662,,,,,,,,,,,,,,,,,,,,0.02055428,C
,,0.02052899,,,,,,,,,,,,,,,,,,,,0.02055494,C
,,0.02578484,,,,,,,,,,,,,,,,,,,,0.02055428,C
,,0.01533111,,,,,,,,,,,,,,,,,,,,0.01022573,C
,,0.02058695,,,,,,,,,,,,,,,,,,,,0.0206535,C
,,0.02578484,,,,,,,,,,,,,,,,,,,,0.02616268,C
,,0.02052899,,,,,,,,,,,,,,,,,,,,0.02065216,C
,,0.02590662,,,,,,,,,,,,,,,,,,,,0.02616268,C
,,0.02578484,,,,,,,,,,,,,,,,,,,,0.02065216,C
,,0.02578484,,,,,,,,,,,,,,,,,,,,0.02587714,C
,,0.02578484,,,,,,,,,,,,,,,,,,,,0.02055494,C
,,0.02578746,,,,,,,,,,,,,,,,,,,,0.02587515,C
,,0.02578484,,,,,,,,,,,,,,,,,,,,0.02055428,C
,,0.02591354,,,,,,,,,,,,,,,,,,,,0.02589845,C
,,0.01533111,,,,,,,,,,,,,,,,,,,,0.02587649,C
,,0.02578461,,,,,,,,,,,,,,,,,,,,0.03122066,C
,,0.02052699,,,,,,,,,,,,,,,,,,,,0.02589845,C
,,0.02578746,,,,,,,,,,,,,,,,,,,,0.02055428,C
,,0.03116602,,,,,,,,,,,,,,,,,,,,0.02587515,C
,,0.03116511,,,,,,,,,,,,,,,,,,,,0.02589845,C
,,0.03117708,,,,,,,,,,,,,,,,,,,,0.02589845,C
,,0.02577873,,,,,,,,,,,,,,,,,,,,0.02589845,C
,,0.0207374,,,,,,,,,,,,,,,,,,,,0.02590074,C
,,0.02591061,,,,,,,,,,,,,,,,,,,,0.02589845,C
,,0.03120699,,,,,,,,,,,,,,,,,,,,0.02587649,C
,,0.0154827,,,,,,,,,,,,,,,,,,,,0.02587649,C
,,0.02597039,,,,,,,,,,,,,,,,,,,,0.03122294,C
,,0.0206247,,,,,,,,,,,,,,,,,,,,0.02587649,C
,,0.0257869,,,,,,,,,,,,,,,,,,,,0.02590074,C
,,0.03147296,,,,,,,,,,,,,,,,,,,,0.03137246,C
,,0.02577864,,,,,,,,,,,,,,,,,,,,0.03122161,C
,,0.0205856,,,,,,,,,,,,,,,,,,,,0.03138392,C
,,0.02062676,,,,,,,,,,,,,,,,,,,,0.02577525,C
,,0.02605003,,,,,,,,,,,,,,,,,,,,0.02053015,C
,,0.02058787,,,,,,,,,,,,,,,,,,,,0.02578746,C
,,0.02600969,,,,,,,,,,,,,,,,,,,,0.03117127,C
,,0.02072817,,,,,,,,,,,,,,,,,,,,0.02591471,C
,,0.02062286,,,,,,,,,,,,,,,,,,,,0.02578739,C
,,0.02062676,,,,,,,,,,,,,,,,,,,,0.02052954,C
,,0.02058787,,,,,,,,,,,,,,,,,,,,0.0257771,C
,,0.02576276,,,,,,,,,,,,,,,,,,,,0.03138103,C
,,0.02072817,,,,,,,,,,,,,,,,,,,,0.02577603,C
,,0.03177615,,,,,,,,,,,,,,,,,,,,0.02590074,C
,,0.02591061,,,,,,,,,,,,,,,,,,,,0.02059141,C
,,0.02597039,,,,,,,,,,,,,,,,,,,,0.02595228,C
,,0.0207374,,,,,,,,,,,,,,,,,,,,0.02053096,C
,,0.02617561,,,,,,,,,,,,,,,,,,,,0.0258916,C
,,0.02626677,,,,,,,,,,,,,,,,,,,,0.0205275,C
,,0.02053206,,,,,,,,,,,,,,,,,,,,0.02058852,C
,,0.02077441,,,,,,,,,,,,,,,,,,,,0.02059141,C
,,0.0154786,,,,,,,,,,,,,,,,,,,,0.02053096,C
,,0.01535329,,,,,,,,,,,,,,,,,,,,0.02579031,C
,,0.01538852,,,,,,,,,,,,,,,,,,,,0.0205275,C
,,0.02598271,,,,,,,,,,,,,,,,,,,,0.03145476,C
,,0.02062676,,,,,,,,,,,,,,,,,,,,0.03674389,C
,,0.0257905,,,,,,,,,,,,,,,,,,,,0.02578739,C
,,0.02604721,,,,,,,,,,,,,,,,,,,,0.02053015,C
,,0.02579029,,,,,,,,,,,,,,,,,,,,0.02590779,C
,,0.02579029,,,,,,,,,,,,,,,,,,,,0.02590786,C
,,0.03132763,,,,,,,,,,,,,,,,,,,,0.03139174,C
,,0.02062286,,,,,,,,,,,,,,,,,,,,0.03187959,C
,,0.02062305,,,,,,,,,,,,,,,,,,,,0.02590468,C
,,0.02591471,,,,,,,,,,,,,,,,,,,,0.0258916,C
,,0.02578739,,,,,,,,,,,,,,,,,,,,0.02594556,C
,,0.02604227,,,,,,,,,,,,,,,,,,,,0.02597218,C
,,0.03120684,,,,,,,,,,,,,,,,,,,,0.02059141,C
,,0.02604227,,,,,,,,,,,,,,,,,,,,0.02583961,C
,,0.03165402,,,,,,,,,,,,,,,,,,,,0.02595505,C
,,0.02578767,,,,,,,,,,,,,,,,,,,,0.02583857,C
,,0.03107174,,,,,,,,,,,,,,,,,,,,0.02583857,C
,,0.01023627,,,,,,,,,,,,,,,,,,,,0.03123206,C
,,0.01556113,,,,,,,,,,,,,,,,,,,,0.03149463,C
,,0.01555914,,,,,,,,,,,,,,,,,,,,0.03149631,C
,,0.01019203,,,,,,,,,,,,,,,,,,,,0.03710324,C
,,0.01027722,,,,,,,,,,,,,,,,,,,,0.02583737,C
,,0.00511056,,,,,,,,,,,,,,,,,,,,0.01547629,C
,,0.01027271,,,,,,,,,,,,,,,,,,,,0.02077441,C
,,0.01022594,,,,,,,,,,,,,,,,,,,,0.01538989,C
,,0.01022594,,,,,,,,,,,,,,,,,,,,0.02076751,C
,,0.01022594,,,,,,,,,,,,,,,,,,,,0.01554826,C
,,0.01022777,,,,,,,,,,,,,,,,,,,,0.02065379,C
,,0.0154647,,,,,,,,,,,,,,,,,,,,0.02106351,C
,,0.01022594,,,,,,,,,,,,,,,,,,,,0.0206535,C
,,0.01545717,,,,,,,,,,,,,,,,,,,,0.02065379,C
,,0.01540123,,,,,,,,,,,,,,,,,,,,0.0206535,C
,,0.02062686,,,,,,,,,,,,,,,,,,,,0.02106351,C
,,0.01555551,,,,,,,,,,,,,,,,,,,,0.02105743,C
,,0.0154647,,,,,,,,,,,,,,,,,,,,0.02065379,C
,,0.01538809,,,,,,,,,,,,,,,,,,,,0.02105743,C
,,0.01026224,,,,,,,,,,,,,,,,,,,,0.0206535,C
,,0.01019167,,,,,,,,,,,,,,,,,,,,0.02106351,C
,,0.01023627,,,,,,,,,,,,,,,,,,,,0.02105743,C
,,0.01536751,,,,,,,,,,,,,,,,,,,,0.02105743,C
,,0.02061537,,,,,,,,,,,,,,,,,,,,0.02065379,C
,,0.02604306,,,,,,,,,,,,,,,,,,,,0.02105743,C
,,0.01020383,,,,,,,,,,,,,,,,,,,,0.02616297,C
,,0.01533443,,,,,,,,,,,,,,,,,,,,0.02065379,C
,,0.01540014,,,,,,,,,,,,,,,,,,,,0.0153313,C
,,0.01533308,,,,,,,,,,,,,,,,,,,,0.0206535,C
,,0.01533443,,,,,,,,,,,,,,,,,,,,0.02587649,C
,,0.01533308,,,,,,,,,,,,,,,,,,,,0.0153313,C
,,0.01540014,,,,,,,,,,,,,,,,,,,,0.02055494,C
,,0.01539742,,,,,,,,,,,,,,,,,,,,0.01533159,C
,,0.01533443,,,,,,,,,,,,,,,,,,,,0.01022606,C
,,0.01539742,,,,,,,,,,,,,,,,,,,,0.01533159,C
,,0.01533308,,,,,,,,,,,,,,,,,,,,0.0153313,C
,,0.01540014,,,,,,,,,,,,,,,,,,,,0.01554826,C
,,0.01539742,,,,,,,,,,,,,,,,,,,,0.0153313,C
,,0.01539742,,,,,,,,,,,,,,,,,,,,0.01533159,C
,,0.01533443,,,,,,,,,,,,,,,,,,,,0.01533159,C
,,0.01539742,,,,,,,,,,,,,,,,,,,,0.0153313,C
,,0.02052802,,,,,,,,,,,,,,,,,,,,0.01533159,C
,,0.01533443,,,,,,,,,,,,,,,,,,,,0.0153313,C
,,0.02052667,,,,,,,,,,,,,,,,,,,,0.01554826,C
,,0.01533308,,,,,,,,,,,,,,,,,,,,0.02105743,C
,,0.02058244,,,,,,,,,,,,,,,,,,,,0.01554691,C
,,0.02052667,,,,,,,,,,,,,,,,,,,,0.02105743,C
,,0.02577525,,,,,,,,,,,,,,,,,,,,0.01554691,C
,,0.02052802,,,,,,,,,,,,,,,,,,,,0.0206535,C
,,0.01539742,,,,,,,,,,,,,,,,,,,,0.0153313,C
,,0.02052802,,,,,,,,,,,,,,,,,,,,0.02065245,C
,,0.02052667,,,,,,,,,,,,,,,,,,,,0.01533159,C
,,0.02077347,,,,,,,,,,,,,,,,,,,,0.02055382,C
,,0.02052667,,,,,,,,,,,,,,,,,,,,0.02065379,C
,,0.02052802,,,,,,,,,,,,,,,,,,,,0.02587603,C
,,0.02052802,,,,,,,,,,,,,,,,,,,,0.02055382,C
,,0.02052667,,,,,,,,,,,,,,,,,,,,0.01533159,C
,,0.02052802,,,,,,,,,,,,,,,,,,,,0.02065245,C
,,0.02052667,,,,,,,,,,,,,,,,,,,,0.02055382,C
